,index,Track,Artist,Danceability,Energy,Key,Loudness,Mode,Valence,Tempo,Time Signature,Target
2823,449,Let's Get Dirty (I Can't Get In Da Club),Redman Featuring DJ Kool,0.539,0.966,1,-5.02,1,0.432,99.142,4,1
2824,3940,Let's Get Down,Bow Wow Featuring Baby,0.878,0.63,1,-4.453,1,0.775,104.879,4,1
2825,3200,Let's Get It Started,The Black Eyed Peas,0.785,0.794,2,-2.197,1,0.783,105.0,4,1
2826,3990,Let's Get Married,Jagged Edge,0.761,0.627,1,-5.554,1,0.891,109.821,4,1
2827,4866,Let's Get Started,Frontlynaz,0.793,0.871,9,-5.075,1,0.512,114.02,4,0
2828,3095,Let's Go,Trick Daddy Featuring Lil Jon & Twista,0.748,0.767,11,-7.806,0,0.519,133.929,4,1
2829,2480,Let's Make Rock,Dream Evil,0.464,0.939,5,-3.959,1,0.329,130.051,4,0
2830,1017,Let's Ride,The Game,0.878,0.739,5,-5.157,1,0.824,93.601,4,1
2831,3621,Let's Rock Shall We,Throwing Toasters,0.511,0.415,2,-11.279,1,0.52,99.449,5,0
2832,2724,Let's Stay Home Tonight,Joe,0.691,0.742,0,-4.49,0,0.722,90.102,4,1
2833,4098,Lethargica,Meshuggah,0.279,0.966,5,-6.293,1,0.0711,104.988,3,0
2834,5473,Letter To Me,Brad Paisley,0.532,0.492,9,-9.255,1,0.366,79.242,4,1
2835,1033,Letters From Home,John Michael Montgomery,0.644,0.626,0,-7.243,1,0.388,128.029,4,1
2836,2906,Lettre à Mohamed,Mon Cote Punk,0.781,0.485,1,-8.469,1,0.58,101.006,3,0
2837,5008,Liar,Profyle,0.694,0.617,10,-3.559,0,0.305,114.064,4,1
2838,1514,Lie To My Face,Carnifex,0.199,0.994,1,-3.773,0,0.0624,110.713,4,0
2839,5591,Life After You,Daughtry,0.396,0.796,5,-3.253,1,0.362,154.037,3,1
2840,67,Life Ain't Always Beautiful,Gary Allan,0.481,0.508,2,-7.666,1,0.268,86.013,4,1
2841,2465,Life In A Northern Town,Sugarland Featuring Little Big Town & Jake Owen,0.548,0.653,0,-6.055,1,0.214,117.856,4,1
2842,4338,Life Is A Highway,Rascal Flatts,0.58,0.953,5,-3.856,1,0.673,103.041,4,1
2843,4468,Life Is Too Short,Kai Tracid,0.574,0.807,0,-7.71,1,0.624,135.004,4,0
2844,1949,Life Of My Own,Cro-Mags,0.236,0.977,4,-5.922,1,0.502,102.427,4,0
2845,3173,Life's What You Make It,Hannah Montana,0.628,0.941,0,-3.305,1,0.85,143.999,4,1
2846,1973,Life_Universe,Detektivbyrån,0.615,0.426,0,-7.817,1,0.0384,99.978,4,0
2847,3491,Lifeline,Papa Roach,0.454,0.909,2,-5.23,1,0.3,106.044,4,1
2848,3222,Lifestyles Of The Rich And Famous,Good Charlotte,0.62,0.93,1,-3.685,1,0.609,106.22,4,1
2849,4926,Lifetime,Maxwell,0.695,0.454,9,-7.267,1,0.496,127.986,4,1
2850,2876,Light A Roman Candle With Me,fun.,0.694,0.525,4,-6.699,1,0.177,129.084,4,0
2851,5429,Light My Candle,Adam Pascal,0.808,0.508,0,-6.429,0,0.82,130.999,4,0
2852,3827,Light On,David Cook,0.446,0.834,9,-4.014,0,0.363,132.034,4,1
2853,1139,Lighters Up,Lil' Kim,0.624,0.766,9,-6.31,1,0.714,91.727,4,1
2854,764,Lights & Music,Cut Copy,0.601,0.947,10,-4.258,0,0.566,126.023,4,0
2855,322,Lights And Sounds,Yellowcard,0.344,0.972,11,-3.675,0,0.387,167.819,4,1
2856,2416,Lights Dim - Ambient,The American Dollar,0.212,0.25,1,-17.489,1,0.181,69.144,4,0
2857,912,"Lights, Camera, Action!",Mr. Cheeks,0.792,0.93,1,-6.32,1,0.812,105.505,4,1
2858,1104,Lightworks,Raymond Scott,0.51,0.29,10,-21.966,0,0.544,169.265,4,0
2859,3285,Like A Boy,Ciara,0.701,0.724,0,-5.751,0,0.425,132.035,4,1
2860,978,Like A Pimp,David Banner Featuring Lil' Flip,0.851,0.848,7,-5.136,1,0.897,144.092,4,1
2861,4028,Like A Prayer,H2O,0.31,0.927,2,-5.015,0,0.425,158.754,4,0
2862,5006,Like A Stone,Audioslave,0.614,0.568,7,-5.477,0,0.516,107.849,4,1
2863,2740,Like Glue,Sean Paul,0.757,0.78,1,-5.038,1,0.59,97.917,4,1
2864,1085,Like Hypa Said,Scooter,0.459,0.98,4,-6.315,0,0.47,141.977,4,0
2865,4696,Like I Love You,Justin Timberlake,0.853,0.811,6,-4.926,0,0.901,114.961,4,1
2866,648,Like Red On A Rose,Alan Jackson,0.598,0.315,11,-9.83,1,0.172,96.684,3,1
2867,3176,Like Tears In Rain,Covenant,0.549,0.714,11,-9.668,0,0.42,128.012,4,0
2868,5747,Like This,Kelly Rowland Featuring Eve,0.676,0.73,1,-5.963,1,0.489,178.117,4,1
2869,385,Like This,Mims,0.771,0.693,7,-7.483,1,0.525,97.163,4,1
2870,4949,Like Toy Soldiers,Eminem,0.52,0.768,8,-3.489,0,0.398,79.178,4,1
2871,1965,Like We Never Loved At All,Faith Hill,0.497,0.468,2,-8.182,1,0.285,133.789,4,1
2872,1528,Like Whoa,Aly & AJ,0.703,0.806,8,-4.974,0,0.844,120.996,4,1
2873,1216,Like You,Bow Wow Featuring Ciara,0.714,0.6,6,-8.365,1,0.504,82.017,4,1
2874,5713,Like You,Daddy Yankee,0.809,0.691,5,-6.573,0,0.758,95.008,4,1
2875,5260,Like You'll Never See Me Again,Alicia Keys,0.562,0.658,7,-8.072,1,0.268,127.81,4,1
2876,3912,Like an Empty House,Trampled by Turtles,0.543,0.549,7,-8.383,1,0.534,124.943,4,0
2877,3253,Linda Cançao,Barrio Jazz Gang,0.805,0.693,9,-10.266,0,0.861,120.023,4,0
2878,4260,Lion One,Brant Bjork,0.33,0.779,0,-9.761,1,0.112,148.104,4,0
2879,2772,"Lions, Tigers & Bears",Jazmine Sullivan,0.576,0.515,6,-6.178,1,0.407,95.406,3,1
2880,348,Lip Gloss,Lil Mama,0.619,0.87,2,-4.956,1,0.94,188.772,4,1
2881,3213,Lips Of An Angel,Hinder,0.476,0.736,2,-5.38,1,0.251,129.084,4,1
2882,2821,Liquid Dreams,O-Town,0.823,0.7,0,-5.042,0,0.75,108.019,4,1
2883,5586,Lisbon Improvisation Players,Lisbon Improvisation Players,0.488,0.402,5,-16.59,0,0.231,114.977,3,0
2884,1012,Litli Sjoarinn,Leoncie,0.555,0.901,7,-5.629,1,0.961,130.898,4,0
2885,5659,Little Bit Of Life,Craig Morgan,0.667,0.834,7,-4.743,1,0.703,96.944,4,1
2886,1421,Little Black Dress,One Drop,0.792,0.58,9,-6.673,1,0.947,144.024,4,0
2887,1631,Little Moments,Brad Paisley,0.558,0.551,9,-6.333,1,0.347,78.374,4,1
2888,2243,Little Rock,of Montreal,0.388,0.336,0,-10.215,1,0.316,203.884,4,0
2889,5396,Little Sister,Queens Of The Stone Age,0.364,0.959,1,-2.956,1,0.927,161.798,4,1
2890,2307,Little Things,India.Arie,0.792,0.539,8,-8.959,1,0.566,92.992,4,1
2891,478,Little Wonders,Rob Thomas,0.333,0.61,9,-10.133,1,0.281,83.622,3,1
2892,3004,Live Life,Crush 40,0.493,0.747,11,-5.547,1,0.482,110.031,4,0
2893,5624,Live Like We're Dying,Kris Allen,0.589,0.893,0,-2.948,1,0.94,92.011,4,1
2894,1889,Live Like You Were Dying,Tim McGraw,0.416,0.546,7,-7.728,1,0.418,159.929,4,1
2895,2848,Live Your Life,T.I. Featuring Rihanna,0.375,0.862,11,-3.363,0,0.478,159.841,4,1
2896,3293,"Live, Laugh, Love",Clay Walker,0.647,0.746,2,-10.597,1,0.946,98.991,4,1
2897,3486,Livin' Clean,Canton Jones,0.849,0.542,2,-7.004,1,0.738,105.955,4,0
2898,1244,Livin' It Up,Ja Rule Featuring Case,0.873,0.765,1,-4.088,1,0.638,106.024,4,1
2899,979,Livin' Our Love Song,Jason Michael Carroll,0.488,0.855,7,-3.417,1,0.799,148.971,4,1
2900,3572,Living And Living Well,George Strait,0.602,0.683,1,-6.82,1,0.522,120.787,4,1
2901,4782,Living For The Night,George Strait,0.428,0.44,1,-6.48,1,0.265,78.463,4,1
2902,60,Living In Fast Forward,Kenny Chesney,0.689,0.907,9,-5.587,1,0.912,116.968,4,1
2903,1564,Living for Metal,Primal Fear,0.431,0.937,7,-2.884,1,0.169,100.038,4,0
2904,712,Living to Die,Vision Of Disorder,0.248,0.881,5,-5.147,0,0.347,102.913,4,0
2905,2422,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,0.217,0.117,7,-21.398,0,0.0388,46.755,3,0
2906,535,Ljósið,Ólafur Arnalds,0.482,0.149,5,-11.91,1,0.281,146.472,4,0
2907,4584,Llama por Favor,Allison,0.432,0.799,1,-6.336,1,0.849,173.168,4,0
2908,1557,Lo Que Me Gusta A Mi,Juanes,0.678,0.895,4,-5.339,1,0.97,94.965,4,1
2909,2377,Loaded,Ricky Martin,0.506,0.951,9,-4.305,0,0.748,199.811,4,1
2910,681,Locked Up,Akon Featuring Styles P.,0.828,0.58,7,-4.395,1,0.407,89.973,4,1
2911,5292,Locked and Loaded,Brant Bjork,0.64,0.533,0,-11.224,1,0.193,95.684,4,0
2912,4988,Loibere Risen,Faun,0.607,0.124,0,-17.653,1,0.551,111.932,4,0
2913,4877,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",0.89,0.946,2,-5.673,1,0.872,120.0,4,1
2914,431,Lollipop,Lil Wayne Featuring Static Major,0.829,0.428,0,-9.469,1,0.448,148.077,4,1
2915,3788,Lollipop,Framing Hanley,0.348,0.893,0,-4.589,1,0.392,148.043,4,1
2916,4365,London Bridge,Fergie,0.769,0.609,1,-5.894,1,0.633,90.951,4,1
2917,5266,Lonely,Akon,0.63,0.496,5,-9.065,0,0.586,90.075,4,1
2918,4253,Lonely No More,Rob Thomas,0.551,0.896,9,-3.152,0,0.858,171.79,4,1
2919,4202,Long Black Train,Josh Turner,0.537,0.699,10,-6.615,1,0.814,84.905,4,1
2920,2420,Long Haul,Voxtrot,0.726,0.702,5,-7.524,1,0.721,113.64,4,0
2921,2389,Long Road To Ruin,Foo Fighters,0.401,0.888,0,-3.793,1,0.365,146.781,4,1
2922,611,Long Time Gone,Dixie Chicks,0.549,0.693,2,-5.572,1,0.819,170.241,4,1
2923,4254,Long Trip Alone,Dierks Bentley,0.324,0.514,7,-6.228,1,0.216,184.975,4,1
2924,1292,Long Way 2 Go,Cassie,0.589,0.655,8,-8.138,1,0.675,105.272,4,1
2925,5870,Loog,The Clean,0.39,0.601,7,-8.236,0,0.439,116.122,4,0
2926,4364,Look After You,The Fray,0.447,0.592,6,-3.015,0,0.283,78.039,4,1
2927,3906,Look At Us,Sarina Paris,0.815,0.832,1,-7.295,1,0.802,132.968,4,1
2928,417,"Look On The Bright Side Of Life (All Things Dull And Ugly) - From ""Life Of Brian"" Original Motion Picture Soundtrack",Monty Python,0.691,0.528,7,-9.333,1,0.693,120.776,4,0
2929,5439,Look What You've Done,Jet,0.398,0.547,0,-6.846,1,0.305,73.396,4,1
2930,5191,Lookin Boy,Hot Stylz Featuring Yung Joc,0.85,0.687,0,-5.995,0,0.502,149.989,4,1
2931,3592,Lookin' For A Good Time,Lady Antebellum,0.665,0.936,7,-2.97,1,0.848,122.003,4,1
2932,728,Looking For You,Kirk Franklin,0.81,0.72,1,-4.793,1,0.805,121.984,4,1
2933,3502,Looks Like Yoda,Parkway Drive,0.434,0.981,11,-2.69,0,0.331,87.472,4,0
2934,5568,Lord Of The Strings,Miri Ben-Ari,0.354,0.527,7,-8.746,0,0.341,67.337,4,0
2935,3873,Los Chicos,Jazz Juice,0.749,0.781,6,-8.847,0,0.652,99.992,4,0
2936,3434,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,0.904,0.813,4,-7.105,0,0.81,125.461,4,1
2937,5426,Lose My Breath,Destiny's Child,0.814,0.899,1,-5.958,1,0.545,119.011,4,1
2938,2553,Lose Yourself,Eminem,0.692,0.744,2,-4.565,1,0.0612,171.374,4,1
2939,3675,Loser,3 Doors Down,0.499,0.88,6,-6.424,0,0.39,147.899,4,1
2940,5276,Losing Grip,Avril Lavigne,0.534,0.888,8,-4.667,0,0.582,158.368,4,1
2941,3734,Lost,Beautiful Sin,0.372,0.922,7,-3.534,1,0.361,90.039,4,0
2942,4362,Lost,Faith Hill,0.515,0.592,5,-5.661,0,0.336,145.897,4,1
2943,5098,Lost,Gorilla Zoe,0.722,0.564,0,-7.476,0,0.553,136.039,4,1
2944,5457,Lost In Bonerland,Nero's Day At Disneyland,0.627,0.767,11,-9.11,1,0.873,138.941,4,0
2945,1727,Lost In This Moment,Big & Rich,0.599,0.574,11,-7.363,1,0.677,147.751,4,1
2946,455,Lost One,Jay-Z Featuring Chrisette Michele,0.806,0.686,8,-2.754,0,0.63,84.011,4,1
2947,1665,Lost Without U,Robin Thicke,0.664,0.351,0,-12.136,1,0.816,113.204,5,1
2948,4442,Lost You Anyway,Toby Keith,0.402,0.675,6,-5.761,0,0.321,150.11,4,1
2949,3155,Lot Of Leavin' Left To Do,Dierks Bentley,0.578,0.878,11,-3.434,1,0.693,118.029,4,1
2950,2694,Louie Louie,Kingsmen,0.603,0.688,2,-12.969,1,0.966,125.689,4,0
2951,2525,Louisiana Bob,MAXIMUM THE HORMONE,0.437,0.948,2,-3.349,1,0.605,94.632,4,0
2952,1578,Love,Musiq Soulchild,0.569,0.385,1,-9.919,0,0.339,99.739,4,1
2953,5230,Love,Keyshia Cole,0.688,0.519,5,-4.285,1,0.318,116.714,4,1
2954,2882,Love At First Sight,Kylie Minogue,0.603,0.774,3,-6.066,0,0.48,124.994,4,1
2955,4452,Love Don't Cost A Thing,Jennifer Lopez,0.786,0.842,4,-5.115,0,0.685,97.577,4,1
2956,4878,Love Don't Live Here,Lady Antebellum,0.653,0.871,1,-3.83,1,0.62,139.937,4,1
2957,3066,Love Drunk,Boys Like Girls,0.44,0.976,10,-3.17,1,0.412,150.005,4,1
2958,1425,Love In A Pub In Essex,Leoncie,0.752,0.818,0,-7.357,1,0.923,142.979,4,0
2959,2068,Love In This Club,Usher Featuring Young Jeezy,0.573,0.712,0,-5.976,1,0.346,140.012,4,1
2960,1370,Love Is A Beautiful Thing,Phil Vassar,0.583,0.791,0,-3.955,1,0.488,81.362,4,1
2961,1328,Love Is Blind,Eve Featuring Faith Evans,0.688,0.815,0,-4.761,1,0.587,176.086,4,1
2962,1428,Love Is Free,Sheryl Crow,0.829,0.755,2,-6.588,1,0.962,116.455,4,1
2963,4267,Love Is Gone,David Guetta & Chris Willis,0.773,0.813,4,-4.609,0,0.708,127.931,4,1
2964,4008,Love Is In The House,TobyMac,0.654,0.67,2,-7.426,1,0.741,83.034,4,0
2965,231,Love Is Sold,Dj Spinna,0.777,0.635,1,-7.231,1,0.503,112.019,4,0
2966,3480,Love Like This,Natasha Bedingfield Featuring Sean Kingston,0.781,0.791,7,-3.903,0,0.902,76.998,4,1
2967,448,Love Like Winter,AFI,0.592,0.914,10,-4.753,0,0.524,120.031,4,1
2968,5295,Love Lockdown,Kanye West,0.76,0.524,1,-7.67,0,0.112,119.603,4,1
2969,1410,Love Lost In A Hale Of Gunfire,Bleeding Through,0.294,0.913,11,-6.757,0,0.229,115.109,4,0
2970,3950,Love Me,Justin Bieber,0.571,0.873,0,-3.382,0,0.613,139.691,4,1
2971,1980,Love Me Do,Sky Saxon,0.395,0.781,4,-4.19,1,0.569,74.059,4,0
2972,2447,Love Me If You Can,Toby Keith,0.57,0.633,5,-6.26,1,0.339,148.027,4,1
2973,2799,Love Me Right (Oh Sheila),Angel City Featuring Lara McAllen,0.558,0.801,5,-7.691,0,0.85,132.023,4,1
2974,3646,Love Of A Woman,Travis Tritt,0.324,0.574,7,-5.647,1,0.335,74.101,4,1
2975,4051,Love Of My Life,Brian McKnight,0.649,0.445,6,-7.13,1,0.335,123.767,4,1
2976,860,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,0.571,0.404,7,-9.271,1,0.487,86.472,4,1
2977,1898,Love Remains The Same,Gavin Rossdale,0.406,0.632,4,-5.115,1,0.109,149.258,4,1
2978,2439,Love Remembers,Craig Morgan,0.39,0.715,0,-3.448,1,0.379,153.655,4,1
2979,467,Love Rhymes With Hideous Car Wreck,The Blood Brothers,0.536,0.7,5,-6.583,0,0.611,135.192,4,0
2980,3473,Love Sets You Free,Kelly Price & Friends,0.485,0.896,5,-4.636,0,0.899,189.1,4,1
2981,3438,Love Sex Magic,Ciara Featuring Justin Timberlake,0.893,0.665,1,-5.07,1,0.874,107.029,4,1
2982,4687,Love Song,Koudlam,0.51,0.639,5,-7.336,1,0.106,140.142,4,0
2983,3867,Love Song,311,0.625,0.686,9,-8.337,0,0.556,139.817,4,1
2984,4284,Love Song,Sara Bareilles,0.583,0.786,2,-3.142,0,0.573,123.052,4,1
2985,4090,Love Story,Taylor Swift,0.618,0.741,2,-3.95,1,0.296,118.984,4,1
2986,5650,Love You,Jack Ingram,0.587,0.885,8,-4.847,1,0.778,116.921,4,1
2987,857,Love You More,Ginuwine,0.661,0.422,8,-6.918,0,0.428,117.007,4,1
2988,1223,Love You Out Loud,Rascal Flatts,0.621,0.874,8,-2.823,1,0.712,97.079,4,1
2989,3571,Love Your Love The Most,Eric Church,0.333,0.524,10,-6.788,1,0.438,73.393,4,1
2990,4548,Love's Divine,Seal,0.348,0.527,6,-9.14,0,0.226,96.098,4,1
2991,1913,Love's The Only House,Martina McBride,0.711,0.616,9,-6.998,1,0.515,122.857,4,1
2992,2451,LoveGame,Lady Gaga,0.894,0.677,6,-5.618,0,0.857,105.029,4,1
2993,3881,LoveStoned,Justin Timberlake,0.859,0.681,1,-6.247,1,0.852,121.243,4,1
2994,298,Lovebug,Jonas Brothers,0.577,0.495,4,-6.007,1,0.522,158.215,4,1
2995,1601,Lovecraft's Death,Septicflesh,0.203,0.884,2,-4.871,0,0.144,139.412,4,0
2996,1440,Loved Ones and Leaving,Nicholas Hooper,0.221,0.0728,2,-22.278,1,0.0321,89.893,4,0
2997,3686,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,0.675,0.501,10,-6.183,1,0.532,139.861,4,1
2998,919,Lovers Rock,Billy T Band,0.588,0.556,5,-7.657,0,0.625,117.079,4,0
2999,3656,Lovin' All Night,Patty Loveless,0.493,0.781,4,-8.663,0,0.729,171.982,4,1
3000,2341,Low,Kelly Clarkson,0.545,0.855,8,-5.01,1,0.487,142.824,4,1
3001,3552,Low,Flo Rida Featuring T-Pain,0.918,0.609,10,-5.64,0,0.304,128.008,4,1
3002,870,Low Pressure Zone,Clubroot,0.478,0.349,11,-12.641,0,0.0776,139.981,4,0
3003,3310,Lucia di Lammermoor: Spargi d'amaro pianto,Gaetano Donizetti,0.329,0.0369,3,-24.656,1,0.0705,107.405,4,0
3004,3942,Lucid Dream,Clubroot,0.761,0.32,9,-9.378,0,0.189,139.988,4,0
3005,2862,Lucifer,:Of The Wand And The Moon:,0.549,0.297,3,-17.109,0,0.363,84.065,4,0
3006,64,Luckiest Man,The Wood Brothers,0.571,0.281,5,-10.56,1,0.294,142.263,4,0
3007,5792,Lucky,Jason Mraz & Colbie Caillat,0.623,0.417,0,-8.699,1,0.721,130.032,4,1
3008,3998,Lucky,Britney Spears,0.765,0.791,8,-5.707,1,0.966,95.026,4,1
3009,939,Lucky 4 You (Tonight I'm Just Me),SHeDAISY,0.566,0.718,7,-6.371,1,0.503,148.139,4,1
3010,0,Lucky Man,Montgomery Gentry,0.578,0.471,4,-7.27,1,0.532,133.061,4,1
3011,3548,Lucrezia Borgia / Act 2: Era desso il figlio mio,Gaetano Donizetti,0.331,0.101,10,-18.196,0,0.0865,97.587,3,0
3012,1419,Lump Sum,Eau Claire Memorial Jazz I,0.326,0.422,6,-15.205,0,0.265,133.621,4,0
3013,1382,Lunatica - Dance Edit,Greta,0.682,0.927,11,-6.454,0,0.903,139.986,4,0
3014,2150,Lust For Life,Iggy Pop,0.423,0.865,9,-11.947,1,0.51,101.136,4,0
3015,566,Lust For Life,Girls,0.25,0.705,6,-6.044,1,0.458,154.299,4,0
3016,3045,Luv U Better,LL Cool J,0.667,0.809,6,-3.9,1,0.718,95.027,4,1
3017,1042,Luv(sic.) pt3 (feat. Shing02),Nujabes,0.866,0.691,5,-4.371,0,0.87,94.997,4,0
3018,1096,Lux Aeterna,Clint Mansell,0.38,0.246,7,-13.955,0,0.0573,133.805,4,0
3019,3326,Luxurious,Gwen Stefani,0.811,0.726,0,-3.995,1,0.666,131.027,4,1
3020,1903,Lying From You,Linkin Park,0.535,0.951,3,-3.324,0,0.723,160.102,4,1
3021,2681,Lyllabye,RA:SKL,0.749,0.42,5,-15.315,0,0.325,140.027,4,0
3022,4636,Lágrimas de metal,Amistades Peligrosas,0.584,0.726,11,-8.411,1,0.854,96.065,3,0
3023,3411,Lágrimas de metal,Amistades Peligrosas,0.584,0.726,11,-8.411,1,0.854,96.065,3,0
3024,1213,Lève-toi et rap,Mc Solaar,0.883,0.702,11,-6.632,0,0.949,97.027,4,0
3025,3742,M' Bife,Amadou & Mariam,0.731,0.591,7,-7.232,1,0.415,108.998,4,0
3026,4747,M/s salmonella,Lifelover,0.378,0.927,6,-2.171,0,0.295,139.934,4,0
3027,3057,MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,0.745,0.739,1,-4.461,0,0.481,100.002,4,1
3028,2908,MRG,The New Mastersounds,0.688,0.788,7,-5.661,1,0.85,96.784,4,0
3029,942,"Ma, I Don't Love Her",Clipse Featuring Faith Evans,0.802,0.757,6,-3.152,0,0.922,97.181,4,1
3030,1986,Maahi Ve,Shankar-Ehsaan-Loy,0.815,0.833,7,-6.117,0,0.563,99.989,4,0
3031,3387,Maalai Saathiaal,Sudha Ragunathan,0.536,0.474,8,-10.09,1,0.962,159.137,4,0
3032,2983,Mad,Ne-Yo,0.727,0.649,0,-5.356,1,0.669,129.992,4,1
3033,1789,Mad Season,matchbox twenty,0.278,0.87,10,-5.368,1,0.577,171.992,4,1
3034,1731,Mad World,Adam Lambert,0.533,0.83,7,-5.416,1,0.156,114.126,4,1
3035,4476,Made - Live,Lisa McClendon,0.5,0.798,5,-4.308,0,0.587,95.092,4,0
3036,5288,Made You Look,Nas,0.658,0.936,5,-5.105,0,0.711,95.439,4,1
3037,357,Made of Metal,Halford,0.42,0.941,10,-8.101,1,0.267,149.049,4,0
3038,3361,Maenam,Jami Sieber,0.134,0.129,7,-17.113,1,0.0409,80.799,4,0
3039,5787,Magic,Selena Gomez,0.6,0.916,11,-3.071,0,0.442,104.091,4,1
3040,5654,Magic,Robin Thicke,0.737,0.624,7,-6.487,1,0.651,107.96,4,1
3041,4097,Magic Potion - Bonus,The Open Mind,0.363,0.561,9,-11.422,1,0.641,143.421,4,0
3042,5045,Magic Stick,Lil' Kim Featuring 50 Cent,0.849,0.499,2,-7.872,1,0.504,92.982,4,1
3043,5192,Magnificent,Rick Ross Featuring John Legend,0.631,0.755,7,-7.206,1,0.439,91.378,4,1
3044,1602,Magnificent,U2,0.529,0.715,6,-6.065,0,0.592,114.973,4,1
3045,4608,Magudi (Folk Song),N. Ramani,0.45,0.283,8,-9.063,1,0.416,88.642,4,0
3046,5536,"Maha Mrityunjaya Mantra, Pt. 1",Suresh Wadkar,0.489,0.267,0,-16.538,1,0.424,159.498,4,0
3047,690,Main Naiyon Bolna,Bally Sagoo,0.818,0.517,7,-7.196,1,0.52,92.997,4,0
3048,3784,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",Alan Menken,0.0912,0.195,7,-16.486,1,0.158,86.253,4,0
3049,3442,Mais où sont passées les gazelles ?,Lizzy Mercier Descloux,0.551,0.851,0,-5.786,1,0.965,102.951,4,0
3050,1644,Make Her Say,Kid Cudi Featuring Kanye West & Common,0.93,0.712,10,-5.156,0,0.456,99.054,4,1
3051,2790,Make It Clap,Busta Rhymes Featuring Spliff Star,0.736,0.741,1,-4.458,0,0.95,121.328,5,1
3052,23,Make It Rain,Fat Joe Featuring Lil Wayne,0.744,0.697,11,-5.063,0,0.767,149.28,4,1
3053,5001,Make It Wit Chu,Queens of the Stone Age,0.704,0.811,9,-5.308,1,0.578,91.97,4,0
3054,1988,Make Me Better,Fabolous Featuring Ne-Yo,0.594,0.573,1,-7.789,1,0.45,88.841,4,1
3055,2684,Make Some Noise,Hannah Montana,0.5,0.723,7,-4.33,1,0.369,155.848,3,1
3056,4414,Make Them Suffer,Cannibal Corpse,0.297,0.973,1,-4.505,1,0.234,102.757,4,0
3057,5388,Make Us One - House Of Worship Album Version,Twila Paris,0.365,0.254,7,-10.7,1,0.247,111.643,4,0
3058,5305,Make the Road By Walking,Menahan Street Band,0.615,0.76,10,-8.393,0,0.902,90.847,4,0
3059,4589,MakeDamnSure,Taking Back Sunday,0.553,0.837,6,-5.608,1,0.432,140.495,4,1
3060,4708,Makes Me Wonder,Maroon 5,0.803,0.851,7,-2.429,1,0.881,113.996,4,1
3061,4491,Maki Mannami - Lotus Sun,Nicola Conte,0.667,0.461,4,-9.098,0,0.404,83.985,4,0
3062,1461,Makin' Good Love,Avant,0.794,0.634,9,-3.819,0,0.736,142.255,4,1
3063,826,Making Memories Of Us,Keith Urban,0.687,0.454,4,-9.379,1,0.331,103.93,4,1
3064,5086,Malfunction,Cro-Mags,0.237,0.955,0,-4.334,1,0.452,78.898,4,0
3065,5482,Malwayee Giddha,Sarabjit Cheema,0.717,0.483,10,-6.256,1,0.758,121.474,4,0
3066,47,Mama's Song,Carrie Underwood,0.341,0.659,2,-5.419,1,0.269,79.987,4,1
3067,5205,Mamacita,Public Announcement,0.712,0.771,1,-4.069,0,0.746,94.937,4,1
3068,4906,Mamavasada - Natta Kurinji - Rupakam,Neyyattinkara Vasudevan,0.46,0.689,5,-7.774,1,0.543,145.748,4,0
3069,2297,Mambo No. 5 (A Little Bit Of...),Lou Bega,0.622,0.807,5,-6.752,0,0.892,174.06,4,1
3070,3055,Mamma Mia,Meryl Streep,0.746,0.848,2,-4.638,1,0.756,138.047,4,1
3071,807,Mamá,Los Amantes De Lola,0.552,0.854,9,-6.742,0,0.818,141.977,4,0
3072,1649,Man To Man,Gary Allan,0.578,0.779,10,-8.908,1,0.695,111.653,4,1
3073,2887,Maneater,Nelly Furtado,0.795,0.784,6,-4.906,1,0.714,132.76,4,1
3074,2899,Mansion in the Mist,Midnight Syndicate,0.0721,0.0873,5,-32.761,0,0.0383,79.879,4,0
3075,3460,Mantra of Blessing (Purification),Lama Tashi,0.255,0.233,4,-18.158,1,0.0362,132.163,3,0
3076,3520,Maps,Yeah Yeah Yeahs,0.502,0.941,7,-5.194,1,0.124,119.783,4,1
3077,5211,Marco Polo,Bow Wow Featuring Soulja Boy Tell'em,0.872,0.695,5,-5.153,1,0.781,139.968,4,1
3078,5847,Maria Maria,Santana Featuring The Product G&B,0.777,0.601,2,-5.931,1,0.68,97.911,4,1
3079,210,Maria Rosario,Los Amantes De Lola,0.723,0.65,2,-7.128,0,0.966,124.471,4,0
3080,4624,Mariana's Trench,August Burns Red,0.204,0.984,1,-5.172,1,0.207,115.38,1,0
3081,4398,Marilyn Set Me Free,Casino Versus Japan,0.581,0.657,0,-12.281,1,0.758,139.972,4,0
3082,5061,Maritime Rites: Improvisation,Alvin Curran,0.3,0.211,5,-20.374,0,0.144,108.923,4,0
3083,5633,Marlena - 2006 Remaster,Frankie Valli & The Four Seasons,0.686,0.785,8,-6.671,1,0.904,130.18,4,0
3084,5343,Marry For Money,Trace Adkins,0.607,0.834,4,-4.902,1,0.687,125.924,4,1
